,positive adj count,negative adj count,sentiment
23017,3,0,0
23018,1,5,1
23019,4,3,1
23020,3,6,1
23021,2,1,1
23022,3,2,0
23023,2,3,0
23024,1,1,1
23025,2,1,1
23026,3,0,0
23027,1,3,0
23028,5,7,0
23029,1,2,0
23030,9,0,1
23031,19,5,1
23032,1,3,0
23033,2,2,1
23034,4,4,1
23035,3,3,1
23036,1,1,0
23037,1,2,0
23038,5,2,1
23039,3,0,1
23040,8,0,1
23041,10,1,1
23042,7,4,0
23043,2,2,0
23044,9,5,1
23045,5,1,1
23046,1,4,0
23047,5,0,1
23048,3,7,0
23049,7,13,1
23050,0,7,0
23051,1,5,0
23052,0,5,0
23053,2,3,0
23054,2,3,0
23055,3,3,0
23056,9,9,0
23057,4,5,1
23058,1,0,0
23059,3,0,0
23060,3,7,0
23061,2,11,0
23062,4,0,1
23063,19,4,1
23064,2,6,0
23065,7,3,0
23066,4,4,0
23067,0,4,0
23068,3,0,0
23069,10,9,1
23070,2,9,0
23071,3,0,1
23072,5,0,1
23073,2,1,1
23074,2,3,0
23075,3,3,1
23076,1,3,0
23077,2,0,1
23078,2,2,0
23079,2,7,0
23080,5,11,0
23081,12,5,1
23082,8,9,1
23083,2,0,1
23084,2,1,1
23085,3,2,1
23086,5,1,1
23087,3,8,0
23088,2,0,1
23089,1,6,0
23090,3,0,0
23091,13,10,1
23092,3,0,1
23093,4,2,0
23094,1,1,0
23095,6,2,1
23096,10,7,1
23097,3,0,1
23098,5,6,1
23099,1,3,0
23100,5,6,1
23101,1,2,0
23102,1,0,0
23103,3,0,1
23104,2,0,1
23105,12,8,1
23106,0,1,1
23107,5,3,1
23108,0,4,0
23109,5,1,1
23110,2,1,1
23111,1,1,0
23112,3,0,1
23113,1,0,1
23114,0,4,0
23115,4,0,1
23116,7,13,0
23117,4,10,0
23118,6,5,0
23119,4,1,1
23120,6,0,1
23121,16,1,1
23122,1,1,0
23123,10,3,1
23124,8,4,1
23125,6,4,1
23126,1,0,0
23127,4,1,1
23128,3,3,1
23129,1,0,0
23130,2,4,0
23131,4,3,1
23132,8,0,1
23133,1,2,0
23134,4,2,1
23135,9,3,1
23136,3,2,0
23137,5,2,0
23138,1,2,1
23139,7,2,1
23140,2,0,1
23141,1,4,0
23142,0,3,0
23143,2,1,0
23144,1,3,1
23145,2,6,0
23146,4,2,1
23147,3,0,1
23148,8,5,0
23149,4,2,1
23150,3,4,0
23151,1,4,0
23152,8,5,1
23153,0,2,0
23154,10,2,1
23155,3,1,1
23156,4,0,1
23157,1,2,0
23158,8,5,0
23159,12,10,1
23160,1,2,1
23161,5,10,0
23162,6,2,1
23163,2,7,0
23164,12,8,1
23165,2,1,0
23166,8,5,0
23167,4,3,0
23168,2,2,0
23169,12,7,0
23170,1,2,0
23171,3,4,1
23172,5,5,0
23173,7,0,1
23174,2,3,1
23175,5,8,0
23176,0,1,1
23177,4,10,0
23178,2,4,0
23179,1,0,1
23180,8,5,0
23181,1,4,1
23182,20,17,0
23183,2,4,1
23184,1,4,0
23185,4,10,0
23186,2,0,1
23187,4,2,0
23188,4,1,1
23189,1,2,1
23190,3,8,0
23191,2,5,0
23192,4,1,1
23193,2,0,1
23194,3,9,0
23195,7,2,1
23196,2,1,0
23197,7,5,1
23198,6,0,1
23199,10,3,1
23200,0,9,0
23201,6,6,1
23202,2,0,0
23203,5,7,0
23204,4,5,0
23205,3,1,1
23206,15,5,1
23207,8,4,1
23208,0,4,0
23209,10,4,1
23210,11,4,1
23211,7,3,1
23212,5,1,1
23213,2,4,0
23214,3,2,1
23215,1,2,0
23216,9,7,1
23217,12,12,1
23218,0,0,0
23219,10,6,1
23220,3,1,0
23221,2,4,1
23222,5,5,1
23223,2,3,0
23224,2,3,0
23225,0,7,0
23226,5,4,1
23227,1,6,0
23228,6,1,1
23229,6,1,1
23230,10,6,1
23231,1,1,1
23232,5,3,1
23233,4,1,0
23234,6,3,1
23235,0,2,0
23236,3,2,1
23237,0,5,0
23238,2,2,0
23239,2,5,0
23240,5,2,1
23241,3,4,1
23242,2,3,0
23243,5,1,1
23244,4,2,1
23245,3,4,1
23246,2,10,1
23247,1,2,0
23248,2,3,0
23249,7,1,1
23250,2,0,1
23251,2,2,1
23252,2,2,0
23253,10,11,1
23254,3,0,1
23255,3,2,0
23256,6,1,1
23257,15,6,0
23258,12,6,1
23259,4,3,1
23260,4,4,0
23261,5,2,1
23262,0,0,1
23263,0,5,0
23264,5,4,1
23265,3,1,1
23266,3,5,0
23267,9,8,1
23268,3,0,1
23269,1,2,0
23270,1,1,1
23271,6,5,1
23272,22,16,1
23273,5,2,1
23274,4,0,1
23275,2,2,1
23276,3,6,1
23277,2,2,0
23278,7,2,0
23279,7,4,1
23280,1,0,0
23281,1,8,0
23282,8,5,0
23283,7,4,1
23284,3,6,1
23285,0,4,0
23286,0,1,1
23287,13,7,0
23288,3,6,0
23289,5,2,1
23290,3,1,1
23291,2,10,0
23292,1,3,0
23293,2,1,0
23294,6,2,0
23295,3,1,1
23296,3,5,0
23297,4,2,1
23298,9,1,1
23299,6,3,0
23300,4,0,1
23301,3,0,0
23302,2,3,1
23303,3,4,0
23304,6,2,1
23305,3,4,0
23306,0,0,1
23307,6,7,0
23308,4,2,0
23309,2,4,1
23310,4,2,1
23311,3,1,1
23312,0,3,0
23313,3,0,1
23314,1,6,0
23315,3,1,1
23316,4,1,1
23317,5,2,0
23318,1,0,0
23319,2,2,1
23320,5,2,1
23321,2,1,0
23322,3,0,1
23323,17,14,0
23324,6,3,1
23325,1,1,0
23326,3,3,0
23327,1,1,1
23328,5,10,0
23329,2,7,0
23330,25,5,1
23331,8,15,1
23332,2,7,0
23333,3,1,0
23334,2,2,1
23335,3,10,0
23336,2,3,0
23337,0,1,0
23338,1,8,0
23339,4,6,0
23340,6,0,1
23341,3,3,1
23342,7,1,1
23343,5,2,1
23344,2,1,1
23345,2,8,0
23346,0,0,0
23347,3,1,1
23348,1,12,0
23349,5,1,1
23350,9,4,1
23351,9,1,1
23352,4,4,1
23353,8,8,1
23354,1,2,1
23355,2,4,0
23356,2,0,1
23357,0,2,0
23358,5,4,1
23359,1,2,0
23360,3,4,1
23361,6,3,1
23362,13,8,1
23363,0,0,0
23364,0,5,0
23365,8,5,0
23366,5,4,0
23367,2,4,0
23368,1,0,0
23369,6,0,1
23370,3,2,1
23371,2,8,0
23372,1,3,0
23373,9,12,0
23374,5,4,0
23375,2,2,0
23376,1,2,1
23377,9,3,1
23378,8,6,0
23379,6,17,0
23380,2,2,0
23381,1,3,0
23382,8,11,1
23383,5,6,1
23384,2,3,0
23385,2,3,0
23386,13,9,1
23387,2,2,1
23388,4,0,1
23389,5,20,0
23390,7,2,1
23391,0,4,0
23392,3,0,1
23393,3,4,0
23394,10,5,1
23395,1,1,1
23396,14,5,1
23397,6,4,0
23398,5,0,1
23399,0,3,1
23400,4,2,0
23401,7,0,1
23402,1,1,0
23403,2,0,0
23404,4,2,1
23405,1,1,0
23406,3,1,1
23407,2,7,0
23408,3,0,1
23409,10,13,0
23410,0,1,0
23411,2,1,1
23412,2,2,1
23413,5,3,1
23414,4,2,1
23415,3,1,1
23416,6,4,1
23417,5,7,0
23418,2,5,1
23419,6,0,1
23420,0,1,0
23421,2,1,0
23422,3,6,0
23423,6,0,1
23424,6,3,0
23425,4,3,1
23426,1,1,1
23427,1,1,1
23428,7,16,0
23429,4,4,1
23430,11,2,1
23431,4,3,0
23432,1,5,0
23433,4,3,1
23434,2,1,1
23435,0,8,0
23436,0,2,0
23437,3,0,1
23438,2,3,0
23439,4,0,1
23440,2,2,1
23441,0,1,0
23442,3,0,0
23443,2,1,1
23444,11,6,1
23445,8,2,1
23446,0,4,1
23447,2,1,1
23448,8,4,1
23449,4,5,0
23450,2,2,1
23451,2,5,0
23452,0,4,0
23453,3,6,0
23454,2,6,0
23455,5,2,1
23456,3,1,1
23457,3,1,0
23458,4,2,1
23459,7,4,0
23460,3,2,1
23461,8,3,1
23462,2,1,0
23463,1,4,0
23464,10,17,0
23465,3,1,0
23466,1,2,0
23467,0,1,0
23468,8,12,0
23469,6,0,1
23470,1,2,0
23471,1,4,0
23472,1,5,0
23473,2,6,0
23474,3,1,0
23475,5,3,1
23476,5,2,0
23477,1,0,1
23478,2,0,1
23479,1,2,0
23480,1,0,1
23481,3,1,1
23482,5,0,1
23483,2,6,0
23484,2,5,0
23485,3,2,1
23486,2,3,0
23487,4,3,0
23488,3,1,1
23489,3,3,0
23490,9,2,1
23491,3,2,1
23492,2,0,1
23493,1,0,0
23494,2,3,0
23495,1,0,1
23496,6,5,0
23497,7,2,1
23498,6,8,0
23499,1,3,1
23500,3,7,0
23501,3,5,0
23502,8,3,1
23503,6,6,0
23504,3,7,0
23505,1,2,0
23506,0,1,0
23507,3,1,1
23508,1,6,0
23509,3,6,0
23510,1,1,1
23511,6,7,1
23512,8,0,1
23513,3,5,0
23514,7,8,0
23515,18,6,1
23516,5,9,1
23517,5,10,1
23518,2,3,0
23519,3,1,1
23520,5,1,0
23521,8,2,0
23522,1,3,0
23523,4,4,1
23524,2,8,0
23525,3,7,0
23526,2,1,1
23527,6,1,0
23528,1,7,0
23529,4,2,0
23530,3,1,1
23531,5,6,0
23532,2,3,0
23533,4,1,1
23534,2,4,0
23535,3,3,0
23536,6,2,1
23537,3,1,1
23538,3,0,1
23539,19,6,1
23540,3,11,0
23541,3,1,0
23542,6,5,1
23543,3,2,1
23544,6,2,0
23545,1,3,0
23546,3,5,0
23547,7,1,1
23548,2,1,1
23549,1,0,1
23550,5,3,0
23551,7,5,0
23552,1,7,0
23553,14,10,0
23554,4,2,1
23555,0,5,0
23556,2,0,1
23557,2,1,0
23558,0,2,0
23559,5,0,1
23560,3,1,1
23561,20,4,1
23562,5,0,1
23563,5,0,1
23564,10,6,1
23565,4,1,1
23566,1,5,0
23567,9,4,0
23568,13,8,0
23569,1,1,1
23570,3,2,1
23571,3,10,0
23572,0,4,0
23573,9,2,1
23574,4,3,1
23575,3,2,1
23576,5,5,1
23577,0,1,1
23578,6,1,1
23579,1,1,0
23580,3,1,1
23581,6,9,0
23582,5,0,1
23583,7,4,0
23584,8,1,1
23585,1,0,1
23586,1,1,1
23587,4,0,1
23588,4,2,0
23589,5,2,1
23590,0,0,0
23591,1,1,0
23592,6,0,0
23593,5,2,1
23594,10,1,1
23595,5,1,1
23596,0,1,0
23597,7,10,0
23598,1,9,1
23599,4,4,0
23600,2,13,0
23601,3,0,1
23602,7,2,1
23603,0,0,0
23604,0,1,0
23605,8,7,1
23606,1,4,0
23607,2,7,0
23608,5,3,1
23609,4,3,1
23610,0,0,1
23611,6,1,1
23612,7,3,0
23613,3,0,1
23614,7,10,1
23615,3,9,0
23616,1,2,0
23617,4,2,1
23618,3,0,1
23619,2,1,0
23620,6,6,0
23621,7,1,0
23622,5,6,1
23623,4,4,0
23624,6,2,1
23625,4,3,0
23626,2,0,1
23627,8,12,1
23628,1,7,0
23629,10,2,1
23630,8,6,0
23631,0,0,0
23632,9,10,1
23633,4,5,1
23634,1,2,0
23635,1,2,0
23636,6,2,1
23637,9,6,1
23638,3,5,1
23639,2,1,1
23640,4,1,1
23641,10,7,1
23642,4,1,1
23643,6,5,0
23644,2,0,0
23645,7,2,0
23646,2,3,0
23647,4,0,1
23648,5,3,0
23649,2,0,1
23650,1,3,0
23651,1,5,0
23652,1,2,0
23653,2,3,1
23654,3,2,1
23655,3,0,1
23656,0,3,0
23657,7,6,0
23658,2,0,1
23659,1,5,0
23660,3,1,1
23661,4,1,0
23662,1,4,0
23663,5,0,1
23664,4,1,1
23665,0,2,1
23666,4,1,1
23667,1,0,1
23668,7,5,0
23669,7,2,1
23670,6,1,0
23671,0,4,0
23672,2,1,1
23673,3,1,1
23674,17,6,1
23675,7,1,1
23676,6,3,1
23677,2,0,0
23678,11,6,0
23679,9,3,1
23680,11,5,1
23681,11,4,1
23682,10,10,1
23683,4,3,1
23684,2,3,0
23685,4,4,0
23686,3,0,1
23687,6,2,0
23688,3,0,1
23689,9,5,0
23690,3,0,1
23691,2,1,1
23692,2,1,1
23693,0,4,0
23694,3,9,1
23695,2,3,0
23696,4,3,1
23697,7,2,1
23698,1,8,1
23699,5,4,1
23700,2,3,1
23701,1,4,1
23702,2,8,0
23703,7,2,1
23704,1,7,0
23705,2,0,1
23706,0,2,0
23707,7,4,1
23708,8,8,0
23709,4,2,0
23710,2,3,0
23711,2,5,0
23712,3,2,0
23713,2,1,1
23714,10,0,1
23715,1,3,0
23716,8,7,1
23717,2,1,1
23718,6,1,1
23719,6,0,1
23720,4,7,0
23721,1,3,0
23722,3,1,1
23723,1,1,0
23724,1,1,0
23725,8,4,1
23726,2,0,1
23727,0,6,0
23728,1,4,0
23729,6,12,0
23730,2,0,1
23731,0,0,1
23732,5,1,1
23733,4,8,0
23734,3,11,0
23735,2,1,0
23736,2,2,1
23737,1,0,1
23738,8,5,1
23739,1,2,0
23740,2,4,0
23741,1,2,0
23742,4,3,1
23743,4,0,1
23744,1,0,0
23745,4,1,1
23746,1,0,0
23747,7,3,0
23748,5,4,1
23749,14,7,1
23750,0,5,0
23751,16,15,0
23752,1,5,1
23753,2,0,0
23754,3,0,1
23755,1,1,0
23756,4,0,0
23757,2,6,0
23758,5,3,1
23759,5,1,1
23760,0,1,0
23761,6,15,0
23762,2,2,0
23763,2,2,1
23764,2,1,1
23765,3,2,1
23766,5,3,0
23767,4,0,1
23768,2,6,0
23769,6,1,1
23770,0,4,0
23771,6,15,0
23772,5,2,1
23773,10,1,1
23774,10,9,1
23775,3,2,0
23776,2,6,0
23777,2,1,1
23778,5,2,0
23779,0,2,1
23780,5,1,1
23781,2,0,1
23782,4,5,0
23783,7,6,1
23784,1,0,1
23785,13,4,1
23786,5,1,0
23787,5,1,0
23788,3,1,1
23789,2,2,1
23790,1,2,0
23791,1,1,0
23792,4,6,0
23793,2,9,0
23794,3,0,1
23795,15,6,1
23796,1,1,0
23797,2,6,0
23798,28,11,1
23799,3,0,1
23800,3,3,0
23801,2,3,0
23802,20,5,1
23803,8,2,1
23804,3,3,1
23805,5,6,1
23806,8,1,1
23807,1,1,1
23808,1,1,0
23809,8,2,1
23810,4,3,0
23811,6,4,1
23812,4,0,1
23813,1,2,0
23814,27,4,1
23815,1,2,0
23816,2,1,0
23817,7,4,0
23818,5,3,0
23819,4,1,0
23820,7,8,0
23821,5,3,0
23822,1,1,0
23823,7,1,1
23824,1,8,0
23825,5,3,0
23826,5,1,1
23827,2,5,0
23828,1,1,0
23829,2,5,0
23830,3,1,1
23831,4,1,1
23832,3,3,0
23833,9,8,0
23834,3,12,0
23835,7,5,1
23836,3,3,0
23837,3,2,1
23838,10,9,1
23839,8,5,0
23840,2,4,0
23841,5,1,0
23842,5,1,1
23843,0,3,0
23844,1,2,0
23845,4,5,0
23846,0,1,0
23847,2,6,1
23848,3,2,1
23849,4,10,0
23850,2,1,1
23851,2,1,1
23852,1,0,0
23853,1,3,0
23854,1,4,0
23855,7,4,1
23856,3,5,1
23857,2,6,0
23858,9,5,1
23859,7,3,0
23860,1,1,0
23861,1,5,0
23862,7,2,1
23863,1,0,1
23864,1,5,0
23865,9,2,1
23866,4,4,0
23867,5,3,1
23868,2,1,1
23869,2,3,0
23870,14,7,0
23871,8,5,0
23872,1,3,0
23873,1,3,0
23874,7,1,1
23875,2,1,1
23876,14,4,0
23877,3,1,1
23878,6,9,1
23879,9,5,1
23880,1,3,0
23881,5,0,1
23882,17,6,0
23883,2,7,0
23884,2,0,1
23885,4,6,1
23886,4,2,0
23887,5,1,0
23888,7,10,0
23889,1,3,0
23890,3,3,1
23891,6,7,0
23892,4,3,1
23893,1,0,0
23894,8,13,0
23895,3,2,0
23896,2,0,1
23897,18,18,0
23898,14,0,1
23899,6,9,0
23900,1,2,0
23901,3,0,1
23902,3,2,0
23903,2,2,0
23904,2,3,0
23905,6,3,1
23906,11,4,1
23907,1,3,1
23908,12,11,0
23909,10,5,0
23910,5,1,1
23911,12,5,1
23912,2,4,1
23913,8,1,1
23914,9,5,0
23915,5,5,1
23916,1,1,0
23917,0,2,0
23918,4,6,0
23919,19,9,0
23920,2,5,0
23921,6,7,0
23922,5,0,1
23923,1,0,0
23924,2,3,0
23925,4,0,1
23926,4,0,1
23927,10,10,0
23928,4,3,0
23929,3,3,1
23930,0,4,0
23931,8,2,1
23932,1,4,0
23933,11,5,1
23934,7,3,1
23935,4,4,0
23936,3,12,0
23937,6,0,1
23938,1,0,0
23939,0,0,0
23940,0,7,0
23941,1,10,0
23942,5,5,1
23943,6,3,0
23944,1,3,0
23945,4,2,1
23946,5,1,1
23947,4,2,1
23948,11,5,1
23949,3,2,1
23950,0,0,1
23951,2,1,0
23952,4,2,0
23953,0,4,0
23954,4,5,0
23955,21,6,1
23956,5,4,0
23957,4,0,1
23958,3,0,1
23959,11,12,0
23960,5,3,0
23961,10,6,0
23962,11,21,0
23963,3,1,1
23964,8,5,0
23965,0,2,0
23966,1,0,1
23967,4,1,1
23968,4,1,1
23969,1,0,1
23970,4,5,1
23971,4,5,1
23972,5,4,0
23973,2,2,0
23974,4,1,1
23975,7,1,1
23976,1,3,0
23977,0,0,1
23978,7,5,1
23979,3,4,0
23980,14,15,1
23981,1,1,0
23982,3,7,0
23983,8,6,0
23984,2,2,0
23985,6,3,1
23986,1,0,1
23987,5,1,0
23988,3,0,0
23989,8,4,1
23990,4,7,1
23991,0,2,0
23992,5,2,1
23993,11,4,1
23994,0,0,1
23995,6,3,1
23996,16,4,1
23997,7,3,1
23998,0,2,0
23999,5,6,0
24000,8,2,0
24001,8,11,1
24002,9,4,1
24003,4,0,1
24004,4,2,1
24005,2,0,1
24006,6,5,1
24007,11,1,1
24008,4,2,1
24009,2,5,0
24010,3,0,1
24011,6,0,1
24012,5,0,1
24013,6,2,1
24014,6,4,0
24015,5,4,0
24016,3,1,0
24017,7,2,1
24018,0,1,0
24019,3,0,1
24020,3,0,1
24021,1,1,1
24022,3,4,0
24023,6,2,1
24024,3,1,1
24025,2,10,0
24026,11,0,1
24027,2,2,0
24028,2,0,1
24029,4,1,1
24030,3,6,1
24031,4,1,0
24032,3,3,1
24033,1,0,0
24034,6,3,1
24035,3,4,0
24036,3,3,0
24037,4,0,1
24038,10,1,1
24039,4,4,0
24040,5,4,1
24041,0,6,0
24042,1,4,0
24043,4,0,1
24044,6,2,1
24045,1,2,1
24046,2,0,1
24047,2,4,0
24048,4,4,1
24049,1,4,0
24050,2,1,1
24051,3,2,1
24052,1,3,1
24053,1,0,1
24054,1,0,0
24055,7,0,1
24056,0,0,1
24057,6,0,1
24058,1,1,1
24059,5,0,1
24060,2,15,0
24061,3,8,0
24062,1,4,0
24063,2,1,1
24064,2,1,1
24065,4,1,1
24066,11,1,1
24067,4,1,1
24068,2,0,0
24069,5,3,1
24070,5,2,1
24071,6,4,0
24072,2,2,0
24073,3,4,0
24074,2,2,1
24075,9,24,1
24076,6,2,1
24077,0,4,1
24078,2,7,0
24079,9,11,0
24080,1,5,0
24081,6,5,0
24082,1,2,1
24083,5,8,0
24084,5,6,0
24085,10,2,1
24086,6,4,1
24087,6,5,1
24088,4,3,1
24089,4,4,1
24090,5,4,1
24091,2,2,0
24092,6,0,0
24093,3,2,1
24094,2,2,0
24095,4,1,1
24096,2,8,0
24097,5,0,1
24098,5,8,0
24099,11,1,1
24100,0,4,0
24101,6,1,1
24102,0,3,0
24103,1,5,1
24104,9,1,1
24105,1,2,0
24106,2,0,1
24107,3,1,1
24108,4,3,1
24109,1,4,0
24110,3,7,0
24111,1,3,0
24112,0,6,1
24113,3,9,1
24114,4,6,0
24115,0,3,1
24116,11,11,0
24117,11,4,1
24118,3,2,0
24119,2,6,0
24120,2,5,0
24121,6,0,1
24122,0,5,1
24123,4,1,0
24124,4,9,0
24125,2,2,0
24126,5,9,0
24127,10,10,1
24128,4,1,1
24129,4,6,0
24130,4,3,1
24131,5,1,0
24132,3,1,1
24133,2,4,0
24134,2,5,0
24135,2,1,0
24136,3,2,1
24137,10,3,1
24138,2,1,1
24139,1,1,0
24140,1,4,0
24141,3,5,1
24142,3,1,1
24143,3,0,1
24144,17,15,1
24145,5,1,0
24146,9,7,1
24147,8,10,1
24148,7,2,1
24149,2,7,0
24150,5,5,1
24151,0,6,0
24152,6,0,1
24153,19,8,0
24154,5,0,1
24155,2,3,0
24156,2,0,1
24157,6,4,1
24158,11,0,1
24159,0,0,1
24160,4,6,0
24161,0,3,0
24162,3,2,0
24163,9,2,1
24164,5,3,1
24165,4,4,1
24166,2,2,1
24167,1,2,0
24168,1,1,1
24169,6,3,1
24170,3,8,0
24171,5,0,0
24172,5,2,0
24173,3,7,0
24174,4,1,1
24175,2,1,1
24176,4,3,0
24177,3,2,0
24178,0,0,1
24179,2,2,1
24180,1,12,1
24181,8,10,0
24182,2,3,1
24183,5,0,1
24184,7,4,1
24185,0,2,0
24186,2,1,0
24187,4,4,0
24188,0,1,0
24189,4,8,0
24190,3,10,1
24191,8,2,1
24192,1,1,1
24193,2,0,0
24194,5,0,1
24195,13,14,1
24196,2,7,0
24197,3,5,0
24198,4,2,1
24199,0,5,0
24200,4,21,0
24201,0,1,0
24202,1,1,0
24203,1,6,1
24204,4,1,1
24205,1,4,0
24206,7,7,1
24207,7,9,1
24208,5,4,0
24209,2,0,1
24210,7,7,1
24211,4,5,1
24212,8,4,1
24213,14,3,1
24214,2,8,0
24215,0,3,0
24216,5,1,1
24217,6,3,1
24218,1,5,0
24219,1,1,1
24220,2,2,0
24221,6,3,0
24222,5,2,1
24223,1,0,1
24224,1,3,0
24225,2,8,0
24226,6,3,1
24227,3,7,1
24228,2,5,0
24229,6,1,1
24230,3,0,1
24231,5,0,1
24232,6,8,1
24233,8,6,1
24234,2,4,0
24235,1,2,0
24236,3,0,1
24237,7,2,1
24238,15,14,1
24239,7,2,1
24240,2,3,0
24241,4,5,0
24242,1,3,0
24243,4,2,1
24244,2,4,1
24245,1,5,0
24246,3,3,0
24247,1,2,0
24248,4,5,0
24249,3,2,0
24250,7,1,1
24251,5,5,1
24252,4,2,1
24253,0,3,0
24254,3,0,0
24255,0,3,0
24256,0,3,0
24257,8,21,0
24258,11,0,1
24259,3,1,1
24260,2,0,0
24261,7,5,0
24262,0,4,0
24263,6,20,0
24264,4,8,0
24265,3,0,1
24266,6,2,1
24267,2,1,0
24268,1,1,1
24269,4,5,0
24270,13,6,1
24271,3,9,0
24272,8,6,1
24273,1,1,1
24274,12,8,1
24275,1,0,1
24276,17,5,1
24277,4,1,0
24278,2,0,0
24279,3,2,0
24280,2,3,0
24281,4,3,0
24282,3,3,0
24283,2,1,1
24284,9,3,1
24285,8,3,1
24286,4,6,0
24287,6,10,0
24288,4,1,1
24289,2,1,1
24290,5,0,1
24291,1,7,0
24292,4,1,1
24293,2,1,1
24294,12,9,0
24295,5,0,1
24296,2,2,0
24297,4,3,1
24298,6,0,0
24299,1,2,1
24300,0,7,0
24301,2,1,1
24302,9,4,1
24303,11,3,1
24304,2,4,1
24305,7,10,1
24306,4,3,1
24307,3,1,1
24308,5,12,0
24309,4,3,1
24310,5,5,1
24311,0,1,0
24312,0,1,1
24313,2,2,0
24314,4,0,0
24315,0,5,0
24316,2,1,1
24317,3,9,0
24318,3,1,1
24319,1,1,1
24320,0,3,0
24321,2,1,0
24322,7,0,1
24323,5,5,1
24324,4,1,0
24325,4,5,1
24326,2,6,0
24327,8,0,0
24328,5,2,0
24329,9,6,1
24330,2,4,0
24331,5,5,0
24332,12,12,1
24333,2,0,1
24334,4,1,1
24335,4,4,0
24336,8,1,1
24337,2,1,1
24338,2,2,0
24339,3,1,0
24340,6,1,1
24341,5,1,0
24342,6,5,1
24343,1,2,0
24344,20,11,1
24345,6,3,1
24346,1,1,1
24347,4,1,1
24348,3,7,0
24349,1,0,1
24350,3,1,1
24351,4,11,0
24352,1,0,0
24353,0,7,0
24354,8,4,1
24355,1,3,0
24356,12,3,1
24357,6,0,1
24358,8,1,1
24359,3,0,1
24360,7,5,0
24361,12,5,1
24362,4,1,1
24363,6,5,1
24364,10,5,0
24365,0,5,1
24366,4,4,0
24367,2,3,0
24368,0,4,0
24369,1,0,0
24370,7,13,0
24371,3,2,1
24372,2,3,0
24373,6,1,1
24374,5,0,1
24375,1,1,0
24376,4,0,1
24377,4,0,0
24378,12,5,0
24379,4,8,0
24380,6,1,1
24381,2,8,0
24382,4,4,1
24383,1,3,1
24384,1,0,1
24385,2,2,1
24386,3,1,0
24387,1,7,0
24388,7,6,0
24389,4,26,0
24390,3,2,0
24391,2,1,1
24392,8,2,1
24393,0,4,0
24394,1,0,1
24395,2,1,0
24396,1,5,0
24397,4,1,1
24398,3,5,0
24399,10,5,0
24400,1,6,0
24401,1,1,1
24402,0,1,0
24403,2,4,1
24404,7,0,0
24405,7,6,0
24406,3,1,0
24407,8,2,1
24408,2,4,0
24409,2,4,0
24410,4,1,0
24411,9,1,1
24412,0,2,1
24413,3,3,0
24414,3,2,0
24415,11,11,0
24416,2,3,0
24417,2,1,1
24418,5,5,0
24419,2,5,0
24420,1,3,1
24421,2,1,0
24422,1,0,1
24423,2,0,0
24424,6,4,1
24425,1,1,0
24426,6,0,1
24427,1,1,0
24428,2,0,1
24429,11,7,1
24430,2,4,0
24431,1,1,0
24432,4,1,1
24433,3,6,0
24434,4,4,1
24435,3,0,1
24436,3,1,0
24437,9,0,1
24438,10,7,1
24439,6,4,0
24440,7,2,1
24441,2,0,1
24442,2,5,0
24443,6,2,1
24444,2,3,0
24445,6,3,1
24446,1,0,1
24447,6,0,1
24448,1,0,0
24449,7,6,1
24450,4,2,0
24451,2,1,0
24452,0,3,0
24453,2,5,0
24454,2,3,1
24455,8,7,0
24456,1,2,0
24457,2,0,1
24458,5,3,1
24459,2,6,1
24460,5,4,1
24461,10,8,0
24462,3,7,1
24463,1,0,0
24464,27,2,1
24465,12,7,1
24466,5,13,0
24467,3,2,1
24468,8,2,1
24469,2,2,0
24470,3,3,1
24471,2,3,0
24472,2,7,0
24473,2,0,1
24474,1,5,0
24475,2,0,1
24476,0,1,1
24477,4,1,1
24478,21,15,0
24479,1,1,0
24480,4,0,1
24481,5,3,0
24482,2,2,0
24483,4,3,0
24484,3,2,1
24485,5,13,0
24486,2,4,0
24487,5,2,0
24488,3,2,0
24489,0,5,0
24490,8,9,1
24491,1,9,1
24492,5,2,1
24493,7,1,1
24494,6,2,1
24495,1,3,0
24496,20,18,1
24497,1,4,0
24498,1,0,0
24499,3,4,0
24500,2,2,1
24501,5,1,1
24502,10,4,1
24503,4,5,0
24504,7,1,1
24505,0,2,0
24506,8,0,1
24507,3,2,1
24508,3,2,1
24509,3,10,0
24510,2,4,0
24511,9,4,1
24512,1,2,1
24513,3,5,0
24514,8,1,1
24515,0,1,0
24516,14,0,1
24517,2,0,1
24518,6,3,1
24519,5,4,1
24520,4,5,1
24521,3,3,0
24522,2,5,1
24523,7,1,1
24524,4,1,1
24525,6,10,0
24526,5,4,1
24527,4,6,0
24528,2,4,1
24529,3,2,0
24530,0,9,0
24531,3,1,1
24532,9,5,0
24533,7,10,0
24534,1,8,1
24535,3,3,1
24536,1,2,1
24537,3,2,0
24538,2,0,1
24539,9,1,1
24540,2,4,0
24541,3,1,0
24542,1,0,0
24543,1,6,0
24544,6,9,1
24545,2,2,0
24546,2,0,1
24547,17,5,1
24548,2,2,1
24549,2,2,1
24550,8,6,0
24551,5,1,0
24552,0,11,0
24553,5,2,1
24554,4,3,1
24555,4,0,1
24556,5,4,0
24557,0,2,0
24558,2,1,0
24559,1,7,0
24560,6,2,0
24561,4,3,0
24562,0,2,0
24563,4,3,0
24564,2,0,1
24565,2,1,1
24566,4,4,0
24567,6,1,0
24568,6,3,1
24569,2,4,0
